#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
RBM7-11-1	chr11	+	114400529	114410610	RBM7	10179
ZNF330-4-1	chr4	+	141220294	141234697	ZNF330	27309
MSH6-2-1	chr2	+	47783082	47806954	MSH6	2956
DDHD2-8-1	chr8	+	38231491	38273922	DDHD2	23259
HOGA1-10-1	chr10	+	97584345	97612802	HOGA1	112817
CXORF38-23-1	chrX	-	40626921	40647683	CXorf38	159013
SNRPN-15-1	chr15	+	24823608	24978723	SNRPN	6638
GORASP1-3-1	chr3	-	39096599	39108363	GORASP1	64689
LOC100190986-16-1	chr16	-	21432003	21434455	LOC100190986	100190986
TIMMDC1-3-1	chr3	+	119498521	119524281	TIMMDC1	51300
SLED1-4-1	chr4	-	184798296	184799046	SLED1	643036
CMPK1-1-1	chr1	+	47333797	47378839	CMPK1	51727
SSX5-23-1	chrX	-	48177982	48196798	SSX5	6758
LOC105377342-4-1	chr4	+	98658902	98664551	LOC105377342	105377342
LOC100128568-19-1	chr19	+	5978403	6020363	LOC100128568	100128568
STEAP4-7-1	chr7	-	88276429	88306913	STEAP4	79689
MIR103B2-20-1	chr20	-	3917502	3917563	MIR103B2	100302282
DDX20-1-1	chr1	+	111755568	111767577	DDX20	11218
ERBB3-12-1	chr12	+	56080025	56103507	ERBB3	2065
ZNF420-19-1	chr19	+	37007815	37130367	ZNF420	147923
PFDN2-1-1	chr1	-	161100556	161118076	PFDN2	5202
WAC-10-1	chr10	+	28532588	28623112	WAC	51322
ATPAF2-17-1	chr17	-	18015059	18039168	ATPAF2	91647
MIR187-18-1	chr18	-	35904818	35904926	MIR187	406963
IFRD1-7-1	chr7	+	112423144	112477940	IFRD1	3475
DSCR4-21-1	chr21	-	38054011	38121360	DSCR4	10281
AGPAT4-6-1	chr6	-	161129980	161274108	AGPAT4	56895
FLJ45974-7-1	chr7	-	53655509	53811931	LINC01446	401337
TFF1-21-1	chr21	-	42362282	42366535	TFF1	7031
GJD4-10-1	chr10	+	35605410	35608935	GJD4	219770
CPSF6-12-1	chr12	+	69239537	69274358	CPSF6	11052
ADRA1A-8-1	chr8	-	26738113	26870994	ADRA1A	148
TRPC4-13-1	chr13	-	37632063	37870425	TRPC4	7223
LPIN3-20-1	chr20	+	41340779	41360585	LPIN3	64900
RBM19-12-1	chr12	-	113816738	113966371	RBM19	9904
SPDYE11-7-1	chr7	-	73049139	73057591	SPDYE11	100996746
MIR8485-2-1	chr2	-	50696172	50696262	MIR8485	103504737
LOC283914-16-1	chr16	+	35363416	35391713	LINC01566	283914
CALCOCO2-17-1	chr17	+	48830988	48865245	CALCOCO2	10241
SACS-AS1-13-1	chr13	+	23418971	23428869	SACS-AS1	100506680
EEPD1-7-1	chr7	+	36153227	36301543	EEPD1	80820
HNRNPC-14-1	chr14	-	21209136	21269479	HNRNPC	3183
C1ORF131-1-1	chr1	-	231223763	231241187	C1orf131	128061
SLC17A6-11-1	chr11	+	22338121	22379503	SLC17A6	57084
CLDN25-11-1	chr11	+	113779796	113780485	CLDN25	644672
HIBADH-7-1	chr7	-	27525440	27663001	HIBADH	11112
RPL23-17-1	chr17	-	38850068	38853800	RPL23	9349
PMCH-12-1	chr12	-	102196459	102199540	PMCH	5367
LOC105370333-13-1	chr13	-	100086031	100088943	LOC105370333	105370333
LINC01760-1-1	chr1	-	95310928	95318263	LINC01760	100996630
GDI2-10-1	chr10	-	5765222	5813549	GDI2	2665
GOLGA8M-15-1	chr15	-	28698695	28738556	GOLGA8M	653720
KCTD10-12-1	chr12	-	109448655	109477544	KCTD10	83892
AVPR1B-1-1	chr1	-	206106936	206117050	AVPR1B	553
MCF2L-AS1-13-1	chr13	-	112967484	112968638	MCF2L-AS1	100289410
MIR6878-1-1	chr1	+	150492345	150492410	MIR6878	102465529
TBXAS1-7-1	chr7	+	139778248	140020325	TBXAS1	6916
SNORD13G-13-1	chr13	+	95210344	95210448	SNORD13G	109616987
HIST1H4H-6-1	chr6	-	26285126	26285499	HIST1H4H	8365
LOC101929621-4-1	chr4	+	108557233	108560392	LOC101929621	101929621
TIGIT-3-1	chr3	+	114291102	114329747	TIGIT	201633
SNORD3K-2-1	chr2	+	169816279	169816378	SNORD3K	109617017
LOC643201-5-1	chr5	-	176143085	176199295	LOC643201	643201
LOC101927450-9-1	chr9	-	79135422	79145666	LOC101927450	101927450
OLAH-10-1	chr10	+	15032224	15073852	OLAH	55301
SPG20-13-1	chr13	-	36301638	36370180	SPART	23111
LOC100129034-9-1	chr9	+	124353473	124359186	LOC100129034	100129034
PSMD8-19-1	chr19	+	38374550	38383824	PSMD8	5714
ERVMER34-1-4-1	chr4	-	52743517	52751640	ERVMER34-1	100288413
B4GALT4-3-1	chr3	-	119211742	119240907	B4GALT4	8702
HGFAC-4-1	chr4	+	3441933	3449495	HGFAC	3083
LRRC4C-11-1	chr11	-	40107066	41460419	LRRC4C	57689
CD69-12-1	chr12	-	9752486	9760901	CD69	969
KRTAP12-1-21-1	chr21	-	44681576	44682163	KRTAP12-1	353332
ACACB-12-1	chr12	+	109112666	109268226	ACACB	32
FBXW4-10-1	chr10	-	101610664	101695295	FBXW4	6468
MIR5010-17-1	chr17	+	42514188	42514307	MIR5010	100847046
C2ORF27A-2-1	chr2	+	131682427	131767404	C2orf27A	29798
DLEU1-AS1-13-1	chr13	-	50520933	50527449	DLEU1-AS1	103689915
SOCS5-2-1	chr2	+	46698960	46762788	SOCS5	9655
LOC728327-10-1	chr10	+	128912833	128916271	LOC728327	728327
TECTB-10-1	chr10	+	112283656	112305035	TECTB	6975
OXT-20-1	chr20	+	3068871	3072517	OXT	5020
UNC93A-6-1	chr6	+	167269032	167316014	UNC93A	54346
ARHGAP42-11-1	chr11	+	100687240	100993945	ARHGAP42	143872
CD63-12-1	chr12	-	55725443	55729673	CD63	967
MIR4315-1-17-1	chr17	-	45475363	45475435	MIR4315-1	100423004
MIR1288-17-1	chr17	+	16282014	16282088	MIR1288	100302124
MIR96-7-1	chr7	-	129774692	129774769	MIR96	407053
TM2D3-15-1	chr15	-	101632977	101652391	TM2D3	80213
GVINP1-11-1	chr11	-	6713139	6721879	GVINP1	387751
LOC101928445-5-1	chr5	-	179595904	179603741	LOC101928445	101928445
GIPC2-1-1	chr1	+	78044962	78138449	GIPC2	54810
HHLA2-3-1	chr3	+	108296490	108378285	HHLA2	11148
PPA2-4-1	chr4	-	105369077	105474070	PPA2	27068
C11ORF82-11-1	chr11	+	82901695	82934659	DDIAS	220042
PZP-12-1	chr12	-	9140730	9208370	PZP	5858
C8ORF44-8-1	chr8	+	66667552	66681149	C8orf44	56260
PDE5A-4-1	chr4	-	119494395	119628826	PDE5A	8654
LOC101928674-17-1	chr17	+	78360448	78373909	LOC101928674	101928674
NUDT4-12-1	chr12	+	93377923	93403248	NUDT4	11163
FAM86A-16-1	chr16	-	5084298	5097820	EEF2KMT	196483
LINC02098-11-1	chr11	+	128208766	128241441	LINC02098	105369564
SELRC1-1-1	chr1	-	52686342	52698366	COA7	65260
OR4K5-14-1	chr14	+	19920607	19921578	OR4K5	79317
CNR1-6-1	chr6	-	88139864	88172849	CNR1	1268
ZNF713-7-1	chr7	+	55887277	55942225	ZNF713	349075
CAPN14-2-1	chr2	-	31173056	31233970	CAPN14	440854
STAMBP-2-1	chr2	+	73828911	73873661	STAMBP	10617
SEPT7-7-1	chr7	+	35800986	35915763	SEPT7	989
LOC286297-9-1	chr9	-	63112403	63127100	LOC286297	286297
MFSD7-4-1	chr4	-	676205	690748	SLC49A3	84179
GOLGA8G-15-1	chr15	-	28519611	28533014	GOLGA8G	283768
KDM2A-11-1	chr11	+	67119269	67258082	KDM2A	22992
SYNE4-19-1	chr19	-	36003299	36008793	SYNE4	163183
NXT1-20-1	chr20	+	23350736	23354772	NXT1	29107
PVRIG2P-7-1	chr7	+	100352318	100353936	PVRIG2P	101752334
DOC2B-17-1	chr17	-	146805	181630	DOC2B	8447
CYB5R3-22-1	chr22	-	42617840	42649399	CYB5R3	1727
RPP25-15-1	chr15	-	74955102	74957434	RPP25	54913
MED29-19-1	chr19	+	39391303	39400637	MED29	55588
USP26-23-1	chrX	-	133024631	133083768	USP26	83844
MAD2L1-4-1	chr4	-	120059422	120066858	MAD2L1	4085
LOC102724084-16-1	chr16	-	80155958	80563135	LOC102724084	102724084
INPP5E-9-1	chr9	-	136428615	136439861	INPP5E	56623
KIF14-1-1	chr1	-	200551497	200620791	KIF14	9928
OPRK1-8-1	chr8	-	53225716	53251697	OPRK1	4986
GPR173-23-1	chrX	+	53049324	53080615	GPR173	54328
RNA45SN3-21-1	chr21	+	8389035	8402343	RNA45SN3	109910379
BBC3-19-1	chr19	-	47220822	47232998	BBC3	27113
SLC6A7-5-1	chr5	+	150189861	150211072	SLC6A7	6534
NEURL3-2-1	chr2	-	96497643	96508157	NEURL3	93082
TRAF2-9-1	chr9	+	136881933	136926615	TRAF2	7186
HERPUD1-16-1	chr16	+	56932090	56943881	HERPUD1	9709
MIR6831-5-1	chr5	-	140563671	140563751	MIR6831	102465499
UBE2E2-3-1	chr3	+	23203007	23590805	UBE2E2	7325
MIR30C2-6-1	chr6	-	71376960	71377031	MIR30C2	407032
TIPARP-3-1	chr3	+	156674416	156706770	TIPARP	25976
REXO1L2P-8-1	chr8	-	85775016	85776093	REXO1L2P	100288527
PMPCB-7-1	chr7	+	103297426	103329902	PMPCB	9512
MIR3667-22-1	chr22	-	49543393	49543466	MIR3667	100500882
OLIG1-21-1	chr21	+	33070144	33072422	OLIG1	116448
MIR548N-7-1	chr7	-	34940760	34940834	MIR548N	100302152
SKAP1-17-1	chr17	-	48133438	48430250	SKAP1	8631
SESN3-11-1	chr11	-	95165513	95232541	SESN3	143686
CEACAM5-19-1	chr19	+	41708585	41730433	CEACAM5	1048
MMP8-11-1	chr11	-	102711795	102724967	MMP8	4317
LINC00636-3-1	chr3	+	107883205	107928907	LINC00636	285205
TGIF1-18-1	chr18	+	3411927	3458412	TGIF1	7050
MICAL2-11-1	chr11	+	12110576	12263790	MICAL2	9645
APPBP2-17-1	chr17	-	60443149	60526240	APPBP2	10513
SLC7A6OS-16-1	chr16	-	68300615	68310965	SLC7A6OS	84138
THTPA-14-1	chr14	+	23511760	23559581	THTPA	79178
MED15-22-1	chr22	+	20507542	20587632	MED15	51586
LOC642236-9-1	chr9	-	63832050	63859634	FRG1JP	642236
MIR2116-15-1	chr15	-	59171183	59171262	MIR2116	100313886
CELF2-AS2-10-1	chr10	-	11071541	11105488	CELF2-AS2	439950
PSAT1-9-1	chr9	+	78297075	78330093	PSAT1	29968
LOC101928977-1-1	chr1	-	115922573	115977276	LOC101928977	101928977
CDC23-5-1	chr5	-	138187648	138213343	CDC23	8697
BEND7-10-1	chr10	-	13438484	13528771	BEND7	222389
MIR1296-10-1	chr10	-	63372957	63373048	MIR1296	100302150
TMEM150C-4-1	chr4	-	82483170	82562560	TMEM150C	441027
PRKCB-16-1	chr16	+	23835979	24220611	PRKCB	5579
ZNF264-19-1	chr19	+	57191500	57222846	ZNF264	9422
DIO3OS-14-1	chr14	-	101552221	101560422	DIO3OS	64150
LINC02339-13-1	chr13	-	61424689	61427946	LINC02339	101926951
APITD1-1-1	chr1	+	10430102	10442815	CENPS	378708
LOC91450-15-1	chr15	-	77993233	77994225	LOC91450	91450
MESDC1-15-1	chr15	+	81000954	81004004	TLNRD1	59274
SHC4-15-1	chr15	-	48823737	48963444	SHC4	399694
BUD31-7-1	chr7	+	99408620	99419616	BUD31	8896
LOC100129858-4-1	chr4	-	140283726	140373392	SCOC-AS1	100129858
GPATCH8-17-1	chr17	-	44395277	44503602	GPATCH8	23131
RFT1-3-1	chr3	-	53071151	53130469	RFT1	91869
CCDC87-11-1	chr11	-	66590169	66593083	CCDC87	55231
ERMP1-9-1	chr9	-	5764061	5867091	ERMP1	79956
IFNA4-9-1	chr9	-	21186618	21187599	IFNA4	3441
AAGAB-15-1	chr15	-	67200675	67255198	AAGAB	79719
ZNF219-14-1	chr14	-	21090046	21104721	ZNF219	51222
MIR6748-11-1	chr11	+	62789815	62789885	MIR6748	102465448
MIR105-2-23-1	chrX	-	152394412	152394492	MIR105-2	406898
ATPAF1-1-1	chr1	-	46635039	46668427	ATPAF1	64756
BAZ2A-12-1	chr12	-	56595596	56636816	BAZ2A	11176
WASF1-6-1	chr6	-	110099819	110180004	WASF1	8936
KCNJ4-22-1	chr22	-	38426327	38455199	KCNJ4	3761
BARHL2-1-1	chr1	-	90712022	90717237	BARHL2	343472
IHH-2-1	chr2	-	219054420	219060516	IHH	3549
AP5M1-14-1	chr14	+	57268888	57298742	AP5M1	55745
TRPM2-21-1	chr21	+	44350112	44443081	TRPM2	7226
LINC02562-4-1	chr4	-	75081925	75084708	LINC02562	105377283
ZNF799-19-1	chr19	-	12390014	12401274	ZNF799	90576
LINC02449-12-1	chr12	+	8235415	8242564	LINC02449	101927905
OR4F4-15-1	chr15	-	101922142	101923059	OR4F4	26682
HCG25-6-1	chr6	+	33249536	33254890	HCG25	414765
LASP1-17-1	chr17	+	38869859	38921770	LASP1	3927
RGAG1-23-1	chrX	+	110358101	110456334	RTL9	57529
LIFR-AS1-5-1	chr5	+	38556786	38671216	LIFR-AS1	100506495
PTGES3L-17-1	chr17	-	42968088	42980528	PTGES3L	100885848
CTAGE15-7-1	chr7	+	143571801	143574387	CTAGE15	441294
TLK1-2-1	chr2	-	170990823	171231314	TLK1	9874
TRABD2A-2-1	chr2	-	84821650	84881975	TRABD2A	129293
RFC1-4-1	chr4	-	39287449	39366381	RFC1	5981
MIR1227-19-1	chr19	-	2234062	2234149	MIR1227	100302283
CEP57-11-1	chr11	+	95790461	95832693	CEP57	9702
MIR4672-9-1	chr9	-	127869415	127869495	MIR4672	100616429
SLC22A6-11-1	chr11	-	62976597	62985023	SLC22A6	9356
TOMM22-22-1	chr22	+	38681949	38684760	TOMM22	56993
TMEM56-RWDD3-1-1	chr1	+	95117923	95244955	TMEM56-RWDD3	100527978
DNAJB11-3-1	chr3	+	186570676	186585800	DNAJB11	51726
LOC344967-4-1	chr4	-	40042917	40057199	LOC344967	344967
TACR2-10-1	chr10	-	69404202	69416918	TACR2	6865
LOC102724058-2-1	chr2	+	165957418	166036400	LOC102724058	102724058
SH2D4A-8-1	chr8	+	19313443	19396218	SH2D4A	63898
SETSIP-1-1	chr1	-	92074436	92075472	SETSIP	646817
PCDH17-13-1	chr13	+	57630104	57728931	PCDH17	27253
MIR132-17-1	chr17	-	2049908	2050008	MIR132	406921
DBN1-5-1	chr5	-	177456612	177480368	DBN1	1627
LRCOL1-12-1	chr12	-	132603150	132610451	LRCOL1	100507055
YPEL5-2-1	chr2	+	30146568	30160533	YPEL5	51646
SPECC1L-ADORA2A-22-1	chr22	+	24270817	24442360	SPECC1L-ADORA2A	101730217
KLK15-19-1	chr19	-	50825289	50834337	KLK15	55554
COL3A1-2-1	chr2	+	188974373	189012746	COL3A1	1281
PRAMEF25-1-1	chr1	+	13073678	13078038	PRAMEF25	441873
RABGGTB-1-1	chr1	+	75786194	75795090	RABGGTB	5876
POLH-6-1	chr6	+	43576141	43620523	POLH	5429
NOG-17-1	chr17	+	56593699	56595590	NOG	9241
PRKX-23-1	chrX	-	3604343	3713634	PRKX	5613
C1ORF61-1-1	chr1	-	156404252	156456649	C1orf61	10485
ZC3H10-12-1	chr12	+	56118220	56122497	ZC3H10	84872
TRAPPC6B-14-1	chr14	-	39147811	39170430	TRAPPC6B	122553
HMCES-3-1	chr3	+	129278806	129305293	HMCES	56941
LOC100996490-3-1	chr3	+	181952364	182010678	LINC01206	100996490
LINC02303-14-1	chr14	-	45706258	45715602	LINC02303	105370479
SLC25A43-23-1	chrX	+	119399295	119454478	SLC25A43	203427
MIR6499-5-1	chr5	-	151522087	151522148	MIR6499	102465246
ACTR2-2-1	chr2	+	65227695	65271253	ACTR2	10097
SLCO1C1-12-1	chr12	+	20681800	20753386	SLCO1C1	53919
OSBPL10-AS1-3-1	chr3	+	31704213	31721586	OSBPL10-AS1	100874206
KCNH6-17-1	chr17	+	63523334	63548977	KCNH6	81033
ZBTB8B-1-1	chr1	+	32465057	32487859	ZBTB8B	728116
OBSCN-1-1	chr1	+	228201321	228381431	OBSCN	84033
C16ORF92-16-1	chr16	+	30023322	30027736	C16orf92	146378
RNF144A-AS1-2-1	chr2	-	6912276	6918682	RNF144A-AS1	386597
DHRS7C-17-1	chr17	-	9771434	9791297	DHRS7C	201140
LOC101929882-2-1	chr2	-	10041553	10043401	LOC101929882	101929882
DIRAS1-19-1	chr19	-	2714567	2721392	DIRAS1	148252
AGAP1-IT1-2-1	chr2	+	235505751	235507566	AGAP1-IT1	100506749
FAM129B-9-1	chr9	-	127505338	127579007	FAM129B	64855
C13ORF45-13-1	chr13	+	75869019	75883888	LMO7DN	729420
ANKRD20A3-9-1	chr9	-	66093946	66154762	ANKRD20A3	441425
C12ORF52-12-1	chr12	+	113185526	113192368	RITA1	84934
CD274-9-1	chr9	+	5450503	5470567	CD274	29126
LOC101929592-1-1	chr1	-	43709392	43727343	LOC101929592	101929592
MIR3681-2-1	chr2	+	12199130	12199201	MIR3681	100500884
SMU1-9-1	chr9	-	33041852	33076716	SMU1	55234
MIR4767-23-1	chrX	+	7147860	7147937	MIR4767	100616467
SNORD50B-6-1	chr6	-	85677589	85677659	SNORD50B	692088
AGAP2-AS1-12-1	chr12	+	57726240	57728356	AGAP2-AS1	100130776
LSP1-11-1	chr11	+	1852970	1892263	LSP1	4046
SOCS1-16-1	chr16	-	11254417	11256182	SOCS1	8651
FAM226B-23-1	chrX	+	72777073	72779095	FAM226B	653687
TAAR3-6-1	chr6	-	132608225	132609302	TAAR3P	9288
HSPB6-19-1	chr19	-	35754566	35757029	HSPB6	126393
DKFZP434I0714-4-1	chr4	+	152536264	152539263	MIR4453HG	54553
KIAA1614-AS1-1-1	chr1	-	180949690	180954887	KIAA1614-AS1	103344928
MIR4293-10-1	chr10	-	14383200	14383277	MIR4293	100422843
RPS11-19-1	chr19	+	49496365	49499712	RPS11	6205
TMCC3-12-1	chr12	-	94567124	94650562	TMCC3	57458
LRG1-19-1	chr19	-	4537215	4540024	LRG1	116844
AJAP1-1-1	chr1	+	4654775	4792518	AJAP1	55966
SPSB4-3-1	chr3	+	141051402	141148611	SPSB4	92369
NPSR1-AS1-7-1	chr7	-	34346512	34834331	NPSR1-AS1	404744
GJB7-6-1	chr6	-	87282978	87329278	GJB7	375519
F10-AS1-13-1	chr13	-	113128155	113130046	F10-AS1	104413892
MYCN-2-1	chr2	+	15940438	15947007	MYCN	4613
MID1IP1-AS1-23-1	chrX	-	38801248	38803883	MID1IP1-AS1	100874211
CELSR3-AS1-3-1	chr3	+	48663768	48669174	CELSR3-AS1	102724368
SCARNA10-12-1	chr12	+	6510222	6510551	SCARNA10	692148
LOC646471-1-1	chr1	-	25819954	25823606	LOC646471	646471
CCDC117-22-1	chr22	+	28772674	28789301	CCDC117	150275
ATP5J-21-1	chr21	-	25724480	25735654	ATP5PF	522
TMEM194B-2-1	chr2	-	190454088	190607126	NEMP2	100131211
ASPA-17-1	chr17	+	3473646	3502534	ASPA	443
IL22RA1-1-1	chr1	-	24119771	24143285	IL22RA1	58985
LINC01028-17-1	chr17	+	70051271	70068095	LINC01028	101928141
PKIG-20-1	chr20	+	44531781	44619037	PKIG	11142
ZNF135-19-1	chr19	+	58059227	58069755	ZNF135	7694
NAT1-8-1	chr8	+	18170419	18223689	NAT1	9
NRIR-2-1	chr2	-	6828554	6840464	NRIR	104326052
FAM50A-23-1	chrX	+	154444126	154450654	FAM50A	9130
AGO4-1-1	chr1	+	35807624	35857890	AGO4	192670
ASMTL-AS1-23-1	chrX	+	1400531	1415421	ASMTL-AS1	80161
ZNF517-8-1	chr8	+	144798876	144813137	ZNF517	340385
ADORA3-1-1	chr1	-	111499429	111504121	ADORA3	140
PSMB8-6-1	chr6	-	32840717	32844935	PSMB8	5696
F5-1-1	chr1	-	169511954	169586630	F5	2153
METTL24-6-1	chr6	-	110243895	110358272	METTL24	728464
OR13A1-10-1	chr10	-	45302595	45315608	OR13A1	79290
CLRN2-4-1	chr4	+	17515165	17527104	CLRN2	645104
ERMAP-1-1	chr1	+	42817105	42844989	ERMAP	114625
ABCC13-21-1	chr21	+	14273799	14301386	ABCC13	150000
TTC17-11-1	chr11	+	43358885	43494933	TTC17	55761
BET1L-11-1	chr11	-	202924	207422	BET1L	51272
UTP6-17-1	chr17	-	31863171	31901710	UTP6	55813
POGK-1-1	chr1	+	166839404	166856344	POGK	57645
OR2AT4-11-1	chr11	-	75088692	75100854	OR2AT4	341152
CENPC-4-1	chr4	-	67468762	67545538	CENPC	1060
LOC400456-15-1	chr15	-	95279288	95327100	LINC01197	400456
NLRP3-1-1	chr1	+	247416156	247449108	NLRP3	114548
DRD1-5-1	chr5	-	175440038	175444218	DRD1	1812
C1RL-12-1	chr12	-	7094550	7109278	C1RL	51279
LOC101928035-16-1	chr16	-	74192392	74215521	LOC101928035	101928035
CSF1-1-1	chr1	+	109910506	109930994	CSF1	1435
NHLH1-1-1	chr1	+	160367071	160372848	NHLH1	4807
TUBA4A-2-1	chr2	-	219249711	219254608	TUBA4A	7277
LINC01523-20-1	chr20	+	47983226	47984313	LINC01523	101060004
LUC7L3-17-1	chr17	+	50719544	50756213	LUC7L3	51747
PSMC3IP-17-1	chr17	-	42572310	42577831	PSMC3IP	29893
HAO2-IT1-1-1	chr1	+	119368946	119370331	HAO2-IT1	100874270
SLC25A30-13-1	chr13	-	45393316	45434016	SLC25A30	253512
LOC110117498-PIK3R3-1-1	chr1	-	46040140	46176495	LOC110117498-PIK3R3	110117499
TBC1D1-4-1	chr4	+	37891084	38139175	TBC1D1	23216
CASD1-7-1	chr7	+	94509858	94633465	CASD1	64921
LOC646168-3-1	chr3	+	167895948	167924011	LRRC77P	646168
LOC105377146-3-1	chr3	+	68500637	68505872	LOC105377146	105377146
NFYC-1-1	chr1	+	40691570	40771603	NFYC	4802
MTRR-5-1	chr5	+	7851186	7901124	MTRR	4552
LOC102724064-11-1	chr11	+	66347991	66363764	LOC102724064	102724064
GGT6-17-1	chr17	-	4556927	4560920	GGT6	124975
VIM-AS1-10-1	chr10	-	17214239	17229985	VIM-AS1	100507347
NOL12-22-1	chr22	+	37686337	37693478	NOL12	79159
LOC100129940-12-1	chr12	-	65851227	65882167	LOC100129940	100129940
LINC01611-6-1	chr6	-	84421028	84474929	LINC01611	105377880
ALG12-22-1	chr22	-	49860163	49918469	ALG12	79087
MAB21L1-13-1	chr13	-	35473789	35476695	MAB21L1	4081
MIR548AK-10-1	chr10	-	12130760	12130816	MIR548AK	100616488
CRSP8P-5-1	chr5	-	80350605	80351966	CRSP8P	441089
PLAC8-4-1	chr4	-	83090048	83114758	PLAC8	51316
ZNF213-16-1	chr16	+	3135056	3142804	ZNF213	7760
ASXL2-2-1	chr2	-	25733753	25878516	ASXL2	55252
AVPI1-10-1	chr10	-	97677422	97687432	AVPI1	60370
ALPK3-15-1	chr15	+	84816680	84873482	ALPK3	57538
GLIPR1L1-12-1	chr12	+	75331834	75370390	GLIPR1L1	256710
STRIP2-7-1	chr7	+	129434433	129488399	STRIP2	57464
FARP1-13-1	chr13	+	98142562	98449773	FARP1	10160
MIR7156-1-1	chr1	+	77060143	77060202	MIR7156	102466995
LINC02192-16-1	chr16	-	47849314	47887130	LINC02192	100507534
SLC25A27-6-1	chr6	+	46652915	46678190	SLC25A27	9481
MIR4301-11-1	chr11	-	113450023	113450088	MIR4301	100422855
ATP1A1OS-1-1	chr1	-	116392865	116418622	ATP1A1-AS1	84852
CCAT2-8-1	chr8	+	127400399	127402150	CCAT2	101805488
NOTCH2-1-1	chr1	-	119911553	120069703	NOTCH2	4853
LOC105379511-21-1	chr21	+	9543030	9559268	LOC105379511	105379511
DIRAS2-9-1	chr9	-	90609832	90643105	DIRAS2	54769
CORO1C-12-1	chr12	-	108645109	108759955	CORO1C	23603
DLGAP1-AS2-18-1	chr18	+	3603737	3610089	DLGAP1-AS2	84777
MIR557-1-1	chr1	+	168375524	168375621	MIR557	693142
FAM133A-23-1	chrX	+	93673716	93712274	FAM133A	286499
LOC100507283-11-1	chr11	+	124800428	124834487	LOC100507283	100507283
TMEM30B-14-1	chr14	-	61277370	61281812	TMEM30B	161291
C11ORF73-11-1	chr11	+	86302211	86345943	HIKESHI	51501
CAPN15-16-1	chr16	+	527794	554636	CAPN15	6650
CNGB1-16-1	chr16	-	57882340	57971116	CNGB1	1258
OR2A1-7-1	chr7	+	144318125	144319057	OR2A1	346528
ARV1-1-1	chr1	+	230979049	231000733	ARV1	64801
SNX25-4-1	chr4	+	185204237	185368020	SNX25	83891
LINC01783-1-1	chr1	-	16533891	16535652	LINC01783	100132147
MIR3689E-9-1	chr9	-	134850570	134850641	MIR3689E	100616460
DAAM1-14-1	chr14	+	59188657	59371405	DAAM1	23002
WAPAL-10-1	chr10	-	86435256	86521816	WAPL	23063
TRPV5-7-1	chr7	-	142908101	142933723	TRPV5	56302
MED25-19-1	chr19	+	49818279	49840384	MED25	81857
CD58-1-1	chr1	-	116500390	116571093	CD58	965
LOC100505718-8-1	chr8	-	68911803	69104190	LINC01592	100505718
ABCB8-7-1	chr7	+	151028422	151047782	ABCB8	11194
LINC01517-10-1	chr10	+	28743650	28808219	LINC01517	101929218
LLPH-AS1-12-1	chr12	+	66130751	66134449	LLPH-AS1	103625681
MIR517B-19-1	chr19	+	53721076	53721142	MIR517B	574483
ZNF502-3-1	chr3	+	44712643	44723831	ZNF502	91392
NEK7-1-1	chr1	+	198156978	198322420	NEK7	140609
RNA5S9-1-1	chr1	-	228628146	228628266	RNA5S9	100169760
LINC01226-1-1	chr1	+	31518435	31524245	LINC01226	284551
SCAMP5-15-1	chr15	+	74995535	75021495	SCAMP5	192683
POU6F1-12-1	chr12	-	51186936	51219875	POU6F1	5463
GRK6P1-13-1	chr13	+	21319036	21322103	GRK6P1	2871
EPS8L2-11-1	chr11	+	706120	727727	EPS8L2	64787
RNF7-3-1	chr3	+	141738209	141746803	RNF7	9616
MIR26A2-12-1	chr12	-	57824609	57824692	MIR26A2	407016
PRMT10-4-1	chr4	-	147635650	147684230	PRMT9	90826
MOSPD3-7-1	chr7	+	100612102	100615380	MOSPD3	64598
TMEM212-AS1-3-1	chr3	-	171876352	171900740	TMEM212-AS1	100874219
PDCD1LG2-9-1	chr9	+	5510438	5571282	PDCD1LG2	80380
HEXDC-17-1	chr17	+	82418354	82442645	HEXDC	284004
MAP2-2-1	chr2	+	209424047	209734118	MAP2	4133
RBMS2-12-1	chr12	+	56520406	56596196	RBMS2	5939
SERPINB11-18-1	chr18	+	63702304	63723893	SERPINB11	89778
ARHGAP36-23-1	chrX	+	131058242	131089885	ARHGAP36	158763
TBCC-6-1	chr6	-	42744496	42746146	TBCC	6903
SNORA92-22-1	chr22	-	38224479	38224720	SNORA92	106635525
RNU2-1-17-1	chr17	-	43233790	43233977	RNU2-1	6066
GS1-279B7.1-1-1	chr1	-	185323846	185335039	GS1-279B7.1	100288079
TP73-AS1-1-1	chr1	-	3735984	3747373	TP73-AS1	57212
KRTAP3-2-17-1	chr17	-	40999193	40999886	KRTAP3-2	83897
PCYT1B-23-1	chrX	-	24558087	24672862	PCYT1B	9468
LOC105377590-4-1	chr4	+	185471431	185472263	LOC105377590	105377590
TMC7-16-1	chr16	+	18983934	19063942	TMC7	79905
ZNF566-19-1	chr19	-	36445119	36489902	ZNF566	84924
GALNT11-7-1	chr7	+	152025655	152122347	GALNT11	63917
MLYCD-16-1	chr16	+	83899125	83916182	MLYCD	23417
OR5AU1-14-1	chr14	-	21154937	21156025	OR5AU1	390445
